ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1532872,ALEKSANYAN Artur,M,NA,NA,NA,Armenia,ARM,2024 Summer,2024,Summer,Paris,Wrestling,Mens Greco-Roman 97kg,Silver
1532873,AMOYAN Malkhas,M,NA,NA,NA,Armenia,ARM,2024 Summer,2024,Summer,Paris,Wrestling,Mens Greco-Roman 77kg,Bronze
1532874,GALSTYAN Slavik,M,NA,NA,NA,Armenia,ARM,2024 Summer,2024,Summer,Paris,Wrestling,Mens Greco-Roman 67kg,NA
1532944,HARUTYUNYAN Arsen,M,NA,NA,NA,Armenia,ARM,2024 Summer,2024,Summer,Paris,Wrestling,Mens Freestyle 57kg,NA
1532945,TEVANYAN Vazgen,M,NA,NA,NA,Armenia,ARM,2024 Summer,2024,Summer,Paris,Wrestling,Mens Freestyle 65kg,NA
1532951,ARENAS Lorena,F,NA,162,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Athletics,Womens 20km Race Walk,NA
1532951,ARENAS Lorena,F,NA,162,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Athletics,Marathon Race Walk Relay Mixed,NA
1533112,McKENZIE Ashley,M,NA,NA,NA,Jamaica,JAM,2024 Summer,2024,Summer,Paris,Judo,Men -60 kg,NA
1533136,BASS BITTAYE Gina Mariam,F,NA,161,NA,Gambia,GAM,2024 Summer,2024,Summer,Paris,Athletics,Womens 100m,NA
1533136,BASS BITTAYE Gina Mariam,F,NA,161,NA,Gambia,GAM,2024 Summer,2024,Summer,Paris,Athletics,Womens 200m,NA
1533176,CAMARA Ebrahima,M,NA,178,NA,Gambia,GAM,2024 Summer,2024,Summer,Paris,Athletics,Mens 100m,NA
1533188,RUEDA SANTOS Lizeth,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Triathlon,Womens Individual,NA
1533189,TAPIA VIDAL Rosa Maria,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Triathlon,Womens Individual,NA
1533190,GRAJALES Crisanto,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Triathlon,Mens Individual,NA
1533208,MAAROUFOU Hachim,M,NA,183,NA,Comoros,COM,2024 Summer,2024,Summer,Paris,Athletics,Mens 100m,NA
1533209,SAADI Maesha,F,NA,NA,NA,Comoros,COM,2024 Summer,2024,Summer,Paris,Swimming,Womens 50m Freestyle,NA
1533230,DIOSDADO Nuria,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533230,DIOSDADO Nuria,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Duet,NA
1533231,JIMENEZ Joana,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533231,JIMENEZ Joana,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Duet,NA
1533232,SOBRINO Jessica,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533234,ALFEREZ Regina,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533235,ARELLANO Fernanda,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533237,TOSCANO Pamela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533239,GONZALEZ Itzamary,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533240,RODRIGUEZ Samanta,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533243,INZUNZA Glenda,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Swimming,Team,NA
1533245,SEHEN Sajjad,M,NA,NA,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Judo,Men -81 kg,NA
1533359,RUBAIAWI Ali Ammar Yusur,M,NA,NA,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Weightlifting,Mens +102kg,NA
1533364,ISMAIL Mohamed,M,NA,170,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Athletics,Mens 5000m,NA
1533371,HASSAN Ibrahim,M,NA,170,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Athletics,Mens Marathon,NA
1533372,WAISS Abdi,M,NA,170,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Athletics,Mens 5000m,NA
1533374,HASSAN NOUR Samiyah,F,NA,160,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Athletics,Womens 5000m,NA
1533378,HOUSSEIN BARKAT Houmed,M,NA,NA,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Swimming,Mens 50m Freestyle,NA
1535180,BARAT Andy,M,NA,NA,NA,Comoros,COM,2024 Summer,2024,Summer,Paris,Canoe Slalom,Mens Kayak Single,NA
1535180,BARAT Andy,M,NA,NA,NA,Comoros,COM,2024 Summer,2024,Summer,Paris,Canoe Slalom,Mens Kayak Cross,NA
1535186,MARTINEZ RAMIREZ Miguel Angel,M,NA,178,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Boxing,Mens 63.5kg,NA
1535187,VERDE ALVAREZ Marco Alonso,M,NA,180,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Boxing,Mens 71kg,Silver
1535191,GONZALEZ Alegna,F,NA,158,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Womens 20km Race Walk,NA
1535191,GONZALEZ Alegna,F,NA,158,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Marathon Race Walk Relay Mixed,NA
1535195,LOPEZ Jesus Tonatiu,M,NA,190,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Mens 800m,NA
1535199,PORTILLO Erick,M,NA,190,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Mens High Jump,NA
1535201,MUNOZ Uziel,M,NA,185,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Mens Shot Put,NA
1535202,del REAL Diego,M,NA,185,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Mens Hammer Throw,NA
1535203,DOCTOR Jose Luis,M,NA,175,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Mens 20km Race Walk,NA
1535212,MORAN Paola,F,NA,169,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Womens 400m,NA
1535214,GALVAN Laura,F,NA,162,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Womens 5000m,NA
1535216,CORTES Alma Delia,F,NA,160,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Womens 5000m,NA
1535217,CRISTIAN MOSCOTE Citlali,F,NA,154,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Womens Marathon,NA
1535222,PALMA OLIVARES Ever Jair,M,NA,168,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Marathon Race Walk Relay Mixed,NA
1535225,OETLING RAMIREZ Elena,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Sailing,Womens Dinghy,NA
1535226,AGUILAR CHAVEZ PEON Mariana,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Sailing,Womens Windsurfing,NA
1535252,LECHUGA ALANIS Kenia,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rowing,Womens Single Sculls,NA
1535260,LOPEZ GARCIA Alexis,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rowing,Lightweight Mens Double Sculls,NA
1535267,CARBALLO NIETO Miguel,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rowing,Lightweight Mens Double Sculls,NA
1535310,BLANCO Luisa,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Women,NA
1535310,BLANCO Luisa,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens All-Around,NA
1535310,BLANCO Luisa,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Balance Beam,NA
1535310,BLANCO Luisa,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Floor Exercise,NA
1535310,BLANCO Luisa,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Uneven Bars,NA
1535310,BLANCO Luisa,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Vault,NA
1535343,WILLARS VALDEZ Randal,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens 10m Platform,NA
1535343,WILLARS VALDEZ Randal,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens Synchronised 10m Platform,NA
1535345,BERLIN REYES Kevin,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens 10m Platform,NA
1535345,BERLIN REYES Kevin,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens Synchronised 10m Platform,NA
1535346,OROZCO LOZA Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Womens 10m Platform,NA
1535346,OROZCO LOZA Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Womens Synchronised 10m Platform,NA
1535348,AGUNDEZ GARCIA Gabriela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Womens 10m Platform,NA
1535348,AGUNDEZ GARCIA Gabriela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Womens Synchronised 10m Platform,NA
1535349,OLVERA IBARRA Osmar,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens 3m Springboard,Bronze
1535349,OLVERA IBARRA Osmar,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens Synchronised 3m Springboard,Bronze
1535350,GARZA PEREZ Eugenio,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Equestrian,Jumping Individual,NA
1535350,GARZA PEREZ Eugenio,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Equestrian,Jumping Team,NA
1535351,FERNANDEZ Federico,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Equestrian,Jumping Individual,NA
1535351,FERNANDEZ Federico,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Equestrian,Jumping Team,NA
1535354,de LARA OJEDA Miguel Alejandro,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Swimming,Mens 100m Breaststroke,NA
1535354,de LARA OJEDA Miguel Alejandro,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Swimming,Mens 200m Breaststroke,NA
1535356,MORENO Alexa,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Women,NA
1535356,MORENO Alexa,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens All-Around,NA
1535356,MORENO Alexa,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Balance Beam,NA
1535356,MORENO Alexa,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Floor Exercise,NA
1535356,MORENO Alexa,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Uneven Bars,NA
1535356,MORENO Alexa,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Vault,NA
1535357,SANDOVAL Ahtziri,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Women,NA
1535357,SANDOVAL Ahtziri,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens All-Around,NA
1535357,SANDOVAL Ahtziri,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Balance Beam,NA
1535357,SANDOVAL Ahtziri,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Floor Exercise,NA
1535357,SANDOVAL Ahtziri,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Uneven Bars,NA
1535357,SANDOVAL Ahtziri,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Artistic Gymnastics,Womens Vault,NA
1535358,FLORES Sofia,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,NA
1535359,SALAZAR Kimberly,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,NA
1535360,TEJEDA Adirem,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,NA
1535361,ALCOCER Dalia,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,NA
1535362,GUTIERREZ Julia,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,NA
1535363,HERNANDEZ Emiliano,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Modern Pentathlon,Mens Individual,NA
1535364,CARRILLO Duilio,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Modern Pentathlon,Mens Individual,NA
1535365,OLIVER Mayan,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Modern Pentathlon,Womens Individual,NA
1535366,SANSORES Carlos,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Taekwondo,Men +80kg,NA
1535367,SOUZA Daniela Paola,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Taekwondo,Women -49kg,NA
1535368,CLELAND QUINONEZ Alan,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Surfing,Men,NA
1535373,GRIGORIAN Aram,M,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Judo,Men -90 kg,NA
1535374,KOSTOEV Dzhafar,M,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Judo,Men -100 kg,NA
1535375,MAGOMEDOMAROV Magomedomar,M,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Judo,Men +100 kg,NA
1535376,TATALASHVILI Nugzari,M,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Judo,Men -81 kg,NA
1535383,BISHRELT Khorloodoi,F,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Judo,Women -52 kg,NA
1535385,HOUSSEIN Alexandre,M,NA,NA,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Judo,Men -73 kg,NA
1535395,AL SAYEGH Safia,F,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Cycling Road,Womens Road Race,NA
1535420,VALENCIA Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Womens Individual,NA
1535420,VALENCIA Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Womens Team,NA
1535420,VALENCIA Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Mixed Team,NA
1535429,RUIZ Angela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Womens Individual,NA
1535429,RUIZ Angela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Womens Team,NA
1535430,GRANDE Matias,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Mens Individual,NA
1535430,GRANDE Matias,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Mens Team,NA
1535430,GRANDE Matias,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Archery,Mixed Team,NA
1535433,PRIETO Marcela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Cycling Road,Womens Road Race,NA
1535438,RAMIREZ RAMOS Edson Ismael,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,10m Air Rifle Men,NA
1535438,RAMIREZ RAMOS Edson Ismael,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,10m Air Rifle Mixed Team,NA
1535439,RODRIGUEZ Gabriela,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,Skeet Women,NA
1535440,ZAVALA VAZQUEZ Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,10m Air Pistol Women,NA
1535440,ZAVALA VAZQUEZ Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,25m Pistol Women,NA
1535441,QUEZADA MARQUEZ Carlos,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,10m Air Rifle Men,NA
1535441,QUEZADA MARQUEZ Carlos,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Shooting,50m Rifle 3 Positions Men,NA
1535442,PENAFLOR MOYSEN Aram Michell,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Triathlon,Mens Individual,NA
1535444,REINOSO Sofia,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Canoe Slalom,Womens Kayak Single,NA
1535444,REINOSO Sofia,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Canoe Slalom,Womens Kayak Cross,NA
1535448,BRIONES FRAGOZA Beatriz,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Canoe Sprint,Womens Kayak Single 500m,NA
1535448,BRIONES FRAGOZA Beatriz,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Canoe Sprint,Womens Kayak Double 500m,NA
1535449,ALANIS MORALES Karina,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Canoe Sprint,Womens Kayak Single 500m,NA
1535449,ALANIS MORALES Karina,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Canoe Sprint,Womens Kayak Double 500m,NA
1535505,LINARES Natalia,F,NA,171,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Athletics,Womens Long Jump,NA
1535506,LONGA Ronal,M,NA,183,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Athletics,Mens 100m,NA
1535511,RUIZ HURTADO Flor Denis,F,NA,175,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Athletics,Womens Javelin Throw,NA
1535512,ORJUELA Angie,F,NA,158,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Athletics,Womens Marathon,NA
1535513,RENTERIA RENTERIA Tatiana,F,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Wrestling,Womens Freestyle 76kg,Bronze
1535514,VALDES PANA Angie Paola,F,NA,165,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Boxing,Womens 60kg,NA
1535522,ARBOLEDA MENDOZA Valeria,F,NA,164,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Boxing,Womens 57kg,NA
1535524,BOLANOS LOPEZ Victor,M,NA,NA,NA,Colombia,COL,2024 Summer,2024,Summer,Paris,Sailing,Mens Kite,NA
1535609,ABDOLI Samyar,M,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Swimming,Mens 100m Freestyle,NA
1535660,SIMWAKA Asimenye,F,NA,168,NA,Malawi,MAW,2024 Summer,2024,Summer,Paris,Athletics,Womens 100m,NA
1535693,AL MARZOOQI Omar Abdul Aziz,M,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Equestrian,Jumping Individual,NA
1535693,AL MARZOOQI Omar Abdul Aziz,M,NA,NA,NA,UA Emirates,UAE,2024 Summer,2024,Summer,Paris,Equestrian,Jumping Team,NA
1535729,SERRANO Franco,M,NA,NA,NA,Argentina,ARG,2024 Summer,2024,Summer,Paris,Modern Pentathlon,Mens Individual,NA
1535766,KUMEL SAADI,M,NA,191,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535776,JOSEF AL IMAM,M,NA,182,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535804,MUNTADHER ABDULAMEER,M,NA,165,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535805,MUNTADHER MOHAMMED,M,NA,170,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535852,MAEDER Maximilian,M,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Sailing,Mens Kite,Bronze
1535853,LO Ryan,M,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Sailing,Mens Dinghy,NA
1535854,SIM En Yi Letitia,F,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Swimming,Womens 100m Breaststroke,NA
1535854,SIM En Yi Letitia,F,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Swimming,Womens 200m Breaststroke,NA
1535854,SIM En Yi Letitia,F,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Swimming,Womens 4 x 100m Medley Relay,NA
1535856,TAN Jonathan Eu Jin,M,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Swimming,Mens 100m Freestyle,NA
1535856,TAN Jonathan Eu Jin,M,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Swimming,Mens 50m Freestyle,NA
1535858,PEREIRA Veronica Shanti,F,NA,164,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Athletics,Womens 100m,NA
1535858,PEREIRA Veronica Shanti,F,NA,164,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Athletics,Womens 200m,NA
1535910,ZAID TAHSEEN,M,NA,187,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535913,HUSSEIN AMER,M,NA,182,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535914,ANAK LISES Bertrand Rhodict,M,NA,NA,NA,Malaysia,MAS,2024 Summer,2024,Summer,Paris,Diving,Mens 10m Platform,NA
1535916,HUSSEIN LAWEND,M,NA,180,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535918,WONG Guanjie Johnathan,M,NA,NA,NA,Malaysia,MAS,2024 Summer,2024,Summer,Paris,Shooting,10m Air Pistol Men,NA
1535925,MOHAMAD ZUBIR Nur Aisyah,F,NA,NA,NA,Malaysia,MAS,2024 Summer,2024,Summer,Paris,Cycling Road,Womens Road Race,NA
1535926,MOHAMAD LATIF Nur Shazrin,F,NA,NA,NA,Malaysia,MAS,2024 Summer,2024,Summer,Paris,Sailing,Womens Dinghy,NA
1535927,ALI JASIM,M,NA,178,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535928,KARRAR SAAD,M,NA,176,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535929,KARRAR MOHAMMED,M,NA,183,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535930,NIHAD MOHAMMED,M,NA,177,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Football,Men,NA
1535959,DOUA Camil,M,NA,NA,NA,Mauritania,MTN,2024 Summer,2024,Summer,Paris,Swimming,Mens 50m Freestyle,NA
1535993,CHEW Caroline,F,NA,NA,NA,Singapore,SGP,2024 Summer,2024,Summer,Paris,Equestrian,Dressage Individual,NA
1536032,HERNANDEZ FLORES Margarita,F,NA,149,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Athletics,Womens Marathon,NA
1536045,SALIMI Arian,M,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Taekwondo,Men +80kg,Gold
1536058,BARKHORDARI Mehran,M,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Taekwondo,Men -80kg,Silver
1536064,NEMATZADEH Mobina,F,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Taekwondo,Women -49kg,Bronze
1536067,KIYANICHANDEH Nahid,F,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Taekwondo,Women -57kg,Silver
1536157,MPALI Adam,M,NA,NA,NA,Gabon,GAB,2024 Summer,2024,Summer,Paris,Swimming,Mens 50m Freestyle,NA
1536175,AMISON Naima-Zahra,F,NA,NA,NA,Djibouti,DJI,2024 Summer,2024,Summer,Paris,Swimming,Womens 50m Freestyle,NA
1536184,STREHLKE DELGADO Paulo,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Marathon Swimming,Mens 10km,NA
1536190,SANDOVAL AYALA Martha,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Marathon Swimming,Womens 10km,NA
1536196,ESTUDILLO TORRES Alejandra,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Womens 3m Springboard,NA
1536197,CELAYA HERNANDEZ Juan Manuel,M,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Mens Synchronised 3m Springboard,NA
1536198,VAZQUEZ MONTANO Aranza,F,NA,NA,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Diving,Womens 3m Springboard,NA
1536207,ALIPOUR SHENAZANDIFARD Reza,M,NA,170,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Sport Climbing,Mens Speed,NA
1536214,ALAMIAN Nima,M,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Table Tennis,Mens Singles,NA
1536215,ALAMIYAN Noshad,M,NA,NA,NA,IR Iran,IRI,2024 Summer,2024,Summer,Paris,Table Tennis,Mens Singles,NA
1536233,YASEEN Taha Hussein,M,NA,171,NA,Iraq,IRQ,2024 Summer,2024,Summer,Paris,Athletics,Mens 100m,NA
1536251,MAAN Tulika,F,NA,NA,NA,India,IND,2024 Summer,2024,Summer,Paris,Judo,Women +78 kg,NA
1536341,ANCER Abraham,M,NA,170,NA,Mexico,MEX,2024 Summer,2024,Summer,Paris,Golf,Mens Individual Stroke Play,NA
1536368,SHARMA Shubhankar,M,NA,177,NA,India,IND,2024 Summer,2024,Summer,Paris,Golf,Mens Individual Stroke Play,NA
1536371,BHULLAR Gaganjeet,M,NA,184,NA,India,IND,2024 Summer,2024,Summer,Paris,Golf,Mens Individual Stroke Play,NA
1536372,GIRMA Ermias,M,NA,176,NA,Ethiopia,ETH,2024 Summer,2024,Summer,Paris,Athletics,Mens 1500m,NA
